Stock,Index,Alpha,Beta,R2,Correlation
NTPC.NS,^NSEBANK,-0.0008464064528477892,0.9423455727040253,0.32287808905279036,0.5682236259192243
NTPC.NS,^NSEI,-0.0004112529727435656,1.1139200836492489,0.3749141686183315,0.6123023506555658
ONGC.NS,^CNXAUTO,-0.0003728326917685496,0.7456760872072719,0.26229261635151924,0.5121451125916555
ONGC.NS,^CNXFMCG,-0.0006465710116067567,0.5404561867587442,0.06698596760493958,0.25881647475564507
ONGC.NS,^CNXIT,-0.0006078385207686416,0.4969547164836523,0.13928434987680516,0.3732081857044471
ONGC.NS,^CNXPHARMA,-0.0010596684252362442,0.7627338712672842,0.19955587621645854,0.446716774048679
ONGC.NS,^NSEBANK,-0.0012154809009259152,0.8034472957472478,0.17553754106491903,0.4189720051088364
ONGC.NS,^NSEI,-0.0008237649288954339,1.193238372899498,0.32174754811794715,0.5672279507552032
POWERGRID.NS,^CNXAUTO,0.0001575037753574565,0.6185513041866656,0.2337106712418815,0.4834363156010124
POWERGRID.NS,^CNXFMCG,4.5002777649679826e-05,0.6705387086990615,0.13352174917922977,0.3654062796111062
POWERGRID.NS,^CNXIT,-6.142725827063634e-05,0.37466884730472105,0.10251922447177697,0.3201862340447775
POWERGRID.NS,^CNXPHARMA,-0.0004041083193309366,0.5865810845574398,0.1528326063176212,0.39093811059759986
POWERGRID.NS,^NSEBANK,-0.0006172449157268457,0.8761655474548,0.2703143014539502,0.5199175910218369
POWERGRID.NS,^NSEI,-0.0002073373054956109,1.0982009555176648,0.3529115840541992,0.5940636195343048
RELIANCE.NS,^CNXAUTO,0.00025616725479139384,0.6215398870647875,0.3214930206666543,0.5670035455503379
RELIANCE.NS,^CNXFMCG,0.00015720736587090657,0.7010972752537846,0.19886910323083984,0.4459474220475322
RELIANCE.NS,^CNXIT,5.7388731779888e-05,0.4096908991510047,0.16700490563758907,0.40866233694529414
RELIANCE.NS,^CNXPHARMA,-0.00030152759701751095,0.5518009017648595,0.1842600454487635,0.4292552218072176
RELIANCE.NS,^NSEBANK,-0.0005044292952542014,0.8308653386049439,0.33118023843476063,0.5754826134947613
RELIANCE.NS,^NSEI,-0.00010337404866364869,1.1865776055000807,0.5613077335232854,0.7492047340502362
SBILIFE.NS,^CNXAUTO,0.0006957954290835731,0.4548303059178222,0.14177790942796276,0.376534074723607
SBILIFE.NS,^CNXFMCG,0.0006060168038574049,0.479373654802054,0.07656588750403981,0.276705416470368
SBILIFE.NS,^CNXIT,0.0005135597916211467,0.24222223528546286,0.0480751722744277,0.2192605123464503
SBILIFE.NS,^CNXPHARMA,0.00029782705685444977,0.34626710756768925,0.05975373814704166,0.2444457775193544
SBILIFE.NS,^NSEBANK,0.00011561531330616387,0.6733088852282588,0.17910514477380257,0.4232081577354134
SBILIFE.NS,^NSEI,0.0004283865348904004,0.8176909883073613,0.21951459088237202,0.46852384238411166
SBIN.NS,^CNXAUTO,0.0002279914729950067,0.5586195288150203,0.239418236891346,0.4893038288132909
SBIN.NS,^CNXFMCG,5.6527690209317335e-05,0.4700625332873946,0.082416371506012,0.28708251689368336
SBIN.NS,^CNXIT,9.480535996038132e-06,0.3058097554952721,0.085784875623653,0.29289055229497085
SBIN.NS,^CNXPHARMA,-0.0002701609598333131,0.478438426263199,0.12770559603515064,0.35735919749623174
SBIN.NS,^NSEBANK,-0.0005805671764218775,1.0926354506924956,0.5280136684087279,0.7266454901867401
SBIN.NS,^NSEI,-9.739844251991506e-05,1.0400382525587546,0.39755646144592816,0.6305207858952218
SHRIRAMFIN.NS,^CNXAUTO,0.0012182131293491836,0.9542914555312244,0.2677234093239971,0.5174199545089048
SHRIRAMFIN.NS,^CNXFMCG,0.0009265467716554586,0.8054255385404522,0.09271548731464552,0.304492179398167
SHRIRAMFIN.NS,^CNXIT,0.0007985949881322847,0.4498624380486523,0.07113229098931184,0.2667063759817371
SHRIRAMFIN.NS,^CNXPHARMA,0.00035928681961507297,0.8623081624873032,0.15895789118084402,0.3986952359645695
SHRIRAMFIN.NS,^NSEBANK,-2.6924060339936825e-05,1.489763270662782,0.37612170195283423,0.6132876176418647
SHRIRAMFIN.NS,^NSEI,0.0006471794879509824,1.5982799628173545,0.35975362326236615,0.599794650911765
SUNPHARMA.NS,^CNXAUTO,0.00037947997667138895,0.40111210030450967,0.15535130653512685,0.39414630092787495
SUNPHARMA.NS,^CNXFMCG,0.00022992683449500292,0.28625081720522166,0.038463966718487175,0.1961223259052557
SUNPHARMA.NS,^CNXIT,0.0001678958004304238,0.13395772118635849,0.020715810993868322,0.14392988221306982
SUNPHARMA.NS,^CNXPHARMA,-8.641562569860567e-05,0.9573363528642688,0.6434951922541798,0.8021815207633372
SUNPHARMA.NS,^NSEBANK,-2.1122300778647233e-05,0.28639285406266823,0.04565384172252063,0.21366759633252944
SUNPHARMA.NS,^NSEI,0.00012920933080850838,0.5512201165595204,0.1405428288891527,0.374890422509235
TATACONSUM.NS,^CNXAUTO,-0.0001580171228651969,0.4633715539936271,0.1501102199652239,0.38744060185430235
TATACONSUM.NS,^CNXFMCG,7.116428273652177e-05,1.1103048978856336,0.4189992549462448,0.6473015178000469
TATACONSUM.NS,^CNXIT,-0.00029672716199794175,0.32028339505689174,0.08574393779294087,0.2928206580706711
TATACONSUM.NS,^CNXPHARMA,-0.0005602158449852508,0.33437247084483773,0.05683886194634258,0.2384090223677424
TATACONSUM.NS,^NSEBANK,-0.0007080748439311455,0.572418565642097,0.13205308018598516,0.3633910843512609
TATACONSUM.NS,^NSEI,-0.00042951641985203634,0.8440000377663351,0.23856770103903036,0.488433926994256
TATAMOTORS.NS,^CNXAUTO,-0.0010126447484599195,1.1554062368537275,0.5282273724181357,0.7267925236394057
TATAMOTORS.NS,^CNXFMCG,-0.0015673190901277167,0.5842576587681996,0.06566554182657491,0.25625288647462113
TATAMOTORS.NS,^CNXIT,-0.0015099164665943183,0.561549637379352,0.14918008301251562,0.3862383758930692
TATAMOTORS.NS,^CNXPHARMA,-0.0020096514638649637,0.8004710248051822,0.18436375353767587,0.42937600484619076
TATAMOTORS.NS,^NSEBANK,-0.0021985614338256403,0.9134727076956698,0.19033218378994843,0.4362707688923801
TATAMOTORS.NS,^NSEI,-0.0017575223527274482,1.3058401992913542,0.3232263408067324,0.5685299823287536
TATASTEEL.NS,^CNXAUTO,0.0008467761932764349,0.8857359304988741,0.37191112622525757,0.6098451657800178
TATASTEEL.NS,^CNXFMCG,0.00045512576148390373,0.5129931610246309,0.06065002908261741,0.24627226616616307
TATASTEEL.NS,^CNXIT,0.0005169684381508748,0.5109707535798433,0.14798094190153577,0.38468291085195827
TATASTEEL.NS,^CNXPHARMA,4.8956805649552724e-05,0.8037509408288215,0.22269294402338602,0.47190353253963446
TATASTEEL.NS,^NSEBANK,-0.00014576581438654094,0.9311621938711871,0.23694683203714872,0.48677184803267826
TATASTEEL.NS,^NSEI,0.00030325927231832794,1.3246027715264785,0.3984530499526445,0.6312313759253768
TCS.NS,^CNXAUTO,-0.0011631518861382418,0.38552867588644174,0.13817064756540698,0.3717131253606834
TCS.NS,^CNXFMCG,-0.001231544555919855,0.42128013862158353,0.08020872366479248,0.2832114469169506
TCS.NS,^CNXIT,-0.0009378885977278835,0.7999127483160717,0.7111655507750756,0.8433063208437821
TCS.NS,^CNXPHARMA,-0.0014852612266439292,0.20716041222177606,0.02901006986570509,0.1703234272368459
TCS.NS,^NSEBANK,-0.0015947106104017496,0.4040312638843471,0.08747862628187619,0.2957678587708211
TCS.NS,^NSEI,-0.001378569157065845,0.8253902621463801,0.3033865279713178,0.550805344900826
TECHM.NS,^CNXAUTO,0.0005269463964942173,0.5785025824835978,0.18444262592926708,0.42946784039001884
TECHM.NS,^CNXFMCG,0.0003094709204302989,0.40938603356635944,0.04490492280062053,0.21190781675205042
TECHM.NS,^CNXIT,0.0007674744311453734,1.0476517743275189,0.7232153799391665,0.8504207076142762
TECHM.NS,^CNXPHARMA,1.3901084618528508e-05,0.4793686034008896,0.0920921658819247,0.30346691068702186
TECHM.NS,^NSEBANK,-0.00011962214767224173,0.6034871405083,0.11570611827113142,0.3401560204834413
TECHM.NS,^NSEI,0.00018733196761272736,1.0459709883657227,0.2888452040539471,0.5374432100733497
TITAN.NS,^CNXAUTO,0.00030215489054990135,0.5152821764970329,0.21291587618840557,0.46142808344140235
TITAN.NS,^CNXFMCG,0.0002680576767345039,0.6742325187554831,0.1772206853384224,0.42097587263217656
